track_id,artist_id
1UlkeNTAI6j9xon4RcEVT2,0dUYLC7DLjeS8gIh8cz2Pq
1UlkeNTAI6j9xon4RcEVT2,2HVYZvpEGdadr91TCxyPW2
67v2UHujFruxWrDmjPYxD6,4E2rKHVDssGJm2SCDOMMJB
67v2UHujFruxWrDmjPYxD6,7tYKF4w9nC0nq9CsPZTHyP
4MAADpR6MjelkaZqe3Mgnv,1ewyVtTZBqFYWIcepopRhp
4pdGqhW6HzzsFP8Gi3vMn8,58hqTaCiqGrMsNmmm3qL7w
0lolsWqQe1StrLfvEtlLlt,1MaWvJ5Y0Na24KMG79WxDU
1dHiSGzb9WFtDKnBFJs4KO,0Adbm5kzcPUxFybf9fhjgG
1dHiSGzb9WFtDKnBFJs4KO,5d6YpWfrSRRZBTgfLt0xcz
4wMdqBMvVKpNPpRFiBRiXO,6I3MElirhT5t6Kf7p0hGk9
4k0VOhFzawpzyopWO1B9bF,6I3MElirhT5t6Kf7p0hGk9
4k0VOhFzawpzyopWO1B9bF,6GaWtlUT3oavD9SEzhZrA1
601A8voGjkcqINtX6PFIts,5Q81rlcTFh3k6DQJXPdsot
601A8voGjkcqINtX6PFIts,4dHH0sPGUjJcRXffp9nr1e
3QBbRbF51EwVKeECZ1Hwy0,58hqTaCiqGrMsNmmm3qL7w
1Wu9EjGPifgj9Mzm1P8C03,0SVz62vUjHKkbVOgoTK4Ze
1Wu9EjGPifgj9Mzm1P8C03,2fOvE1l01YyORhYzwoaLCM
1MMywhwJKpbVZeDlBAzOAH,7bcjgJLky9kVQ4GcrQTibn
0MOFpFNTB8immc0cXindTo,58hqTaCiqGrMsNmmm3qL7w
1dvqHhLNccePPBHq11TW7v,1U1el3k54VvEUzo3ybLPlM
1dvqHhLNccePPBHq11TW7v,4Gso3d4CscCijv0lmajZWs
610faOY46uYOBi3KXazpSj,5RTLRtXjbXI2lSXc6jxlAz
610faOY46uYOBi3KXazpSj,4E2rKHVDssGJm2SCDOMMJB
5y1x8b3CwmHGFo9wKiO5gl,0DbBBj0ScPumRqKXswGQH1
31MNHKE86sEXzIglbGQ6mu,3WGpXCj9YhhfX11TToZcXP
0jqJNqmrdryU1nnctIzu9n,5RTLRtXjbXI2lSXc6jxlAz
5xNpOm8Dn0utyeFaW1FJqe,1HxfCTl07FhRiJN9jY9kX3
3qF5smMwZhj5b58neJnmKw,1HxfCTl07FhRiJN9jY9kX3
0JdpWcCa8hLSoENXxEZ4b6,6Q7cg6qByDmYzJ6Xs4oTXC
50ZFpw2wS6ERvLmW8TINhq,25uiPmTg16RbhZWAqwLBy5
50ZFpw2wS6ERvLmW8TINhq,2KEqzdPS7M5YwGmiuPTdr5
4S4QJfBGGrC8jRIjJHf1Ka,78rUTD7y6Cy67W1RVzYs7t
3KqGK6a7S87kGLFYdDugPx,4fd3n8zcAmsG2up1QWDNj5
3KqGK6a7S87kGLFYdDugPx,6HwxMgE895sejjGFin9Gvm
7C50hRx4Ao2DYHLBZZ6xh6,22KyrgRdE2K6aB5wtZls3c
2ozAOPkM0rYqQweAhuXMry,2kQnsbKnIiMahOetwlfcaS
2ozAOPkM0rYqQweAhuXMry,68kEuyFKyqrdQQLLsmiatm
7CH99b2i1TXS5P8UUyWtnM,4frXpPxQQZwbCu3eTGnZEw
0sT4slW2xWai3EwVSiuL9Y,4kIwETcbpuFgRukE8o7Opx
7kGvCy8SWzrxhAyZxtSNdO,1ybINI1qPiFbwDXamRtwxD
6rj48XPo5Gk9T7kXFYY93y,4LXBFNxqvOcdBVpbgKn6op
0GJChDESQJ6Yw7MHVz5j4P,0Wwji82sLA0Hcvtuak3omb
2dQn5I17lUiQ8ZpjqMh3TU,0Wwji82sLA0Hcvtuak3omb
2dQn5I17lUiQ8ZpjqMh3TU,2LIk90788K0zvyj2JJVwkJ
01ukVTKa6DhejzNulpoG2t,0Wwji82sLA0Hcvtuak3omb
6zpd3clOMPnCrroDBqrJU6,0Wwji82sLA0Hcvtuak3omb
3KfKcViZxY8AbGlTw85OdF,0Wwji82sLA0Hcvtuak3omb
08tdFfSLp50Wv6HIcfH9YP,0Wwji82sLA0Hcvtuak3omb
6N5QUrxpUVOMJGCb4zeUr5,0Wwji82sLA0Hcvtuak3omb
0mvKoOMnjfGtgTEUQAHWMs,0Wwji82sLA0Hcvtuak3omb
0k2HFzw2iQENrU2oWtVJEb,0Wwji82sLA0Hcvtuak3omb
0k2HFzw2iQENrU2oWtVJEb,7Hjbimq43OgxaBRpFXic4x
1MVq0orlrDhMg4OSazRgr5,0Wwji82sLA0Hcvtuak3omb
3FGj53xlCa43WHUQ4dDF6y,6I3MElirhT5t6Kf7p0hGk9
3FGj53xlCa43WHUQ4dDF6y,2pgUIUzteEqbNGO4v7kiJB
3UjkUgj9YDEfw0JHGVjsMt,4lPl9gqgox3JDiaJ1yklKh
59LmAQrsS5O64n90EaTQUf,4lPl9gqgox3JDiaJ1yklKh
4GobDRbKnfjrA3KX5LhOwS,4lPl9gqgox3JDiaJ1yklKh
0YA8QupyhYiJWDFvqzejpW,4VA3EAvncrTucjTmrvd4GE
0YA8QupyhYiJWDFvqzejpW,1YfEcTuGvBQ8xSD1f53UnK
